#Distance_(Ang) :1-1276_=>_:Na+
       0.050000        0.000000
       0.150000        0.000000
       0.250000        0.000000
       0.350000        0.000000
       0.450000        0.000000
       0.550000        0.000000
       0.650000        0.000000
       0.750000        0.000000
       0.850000        0.000000
       0.950000        0.000000
       1.050000        0.000000
       1.150000        0.000000
       1.250000        0.000000
       1.350000        0.000000
       1.450000        0.000000
       1.550000        0.000000
       1.650000        0.000000
       1.750000        0.000000
       1.850000        0.000000
       1.950000        0.001170
       2.050000        0.082778
       2.150000        0.479649
       2.250000        0.581379
       2.350000        0.364597
       2.450000        0.180990
       2.550000        0.119319
       2.650000        0.104150
       2.750000        0.094243
       2.850000        0.107465
       2.950000        0.136907
       3.050000        0.184320
       3.150000        0.238805
       3.250000        0.311106
       3.350000        0.382883
       3.450000        0.409827
       3.550000        0.400975
       3.650000        0.380909
       3.750000        0.400666
       3.850000        0.431031
       3.950000        0.478892
       4.050000        0.548249
       4.150000        0.612461
       4.250000        0.661078
       4.350000        0.700491
       4.450000        0.730206
       4.550000        0.727562
       4.650000        0.732863
       4.750000        0.727218
       4.850000        0.719216
       4.950000        0.715619
       5.050000        0.721649
       5.150000        0.744055
       5.250000        0.755659
       5.350000        0.766319
       5.450000        0.778121
       5.550000        0.787023
       5.650000        0.805601
       5.750000        0.813244
       5.850000        0.834875
       5.950000        0.845254
       6.050000        0.847714
       6.150000        0.848650
       6.250000        0.867933
       6.350000        0.864315
       6.450000        0.873165
       6.550000        0.878380
       6.650000        0.881862
       6.750000        0.880731
       6.850000        0.887634
       6.950000        0.885690
       7.050000        0.879882
       7.150000        0.887000
       7.250000        0.882474
       7.350000        0.881916
       7.450000        0.880718
       7.550000        0.890559
       7.650000        0.890283
       7.750000        0.890569
       7.850000        0.894942
       7.950000        0.894773
       8.050000        0.892990
       8.150000        0.903672
       8.250000        0.905510
       8.350000        0.909669
       8.450000        0.909689
       8.550000        0.907220
       8.650000        0.911162
       8.750000        0.915316
       8.850000        0.910143
       8.950000        0.915803
       9.050000        0.913375
       9.150000        0.911812
       9.250000        0.912266
       9.350000        0.919047
       9.450000        0.915703
       9.550000        0.920434
       9.650000        0.917663
       9.750000        0.920644
       9.850000        0.918628
       9.950000        0.921514
      10.050000        0.919187
      10.150000        0.925972
      10.250000        0.926109
      10.350000        0.922497
      10.450000        0.926113
      10.550000        0.930130
      10.650000        0.929551
      10.750000        0.930479
      10.850000        0.937059
      10.950000        0.940825
      11.050000        0.932153
      11.150000        0.934919
      11.250000        0.934277
      11.350000        0.938948
      11.450000        0.939710
      11.550000        0.939305
      11.650000        0.945239
      11.750000        0.943553
      11.850000        0.947784
      11.950000        0.949654
      12.050000        0.953355
      12.150000        0.954207
      12.250000        0.955491
      12.350000        0.959416
      12.450000        0.958447
      12.550000        0.963342
      12.650000        0.965154
      12.750000        0.965341
      12.850000        0.965303
      12.950000        0.973269
      13.050000        0.971144
      13.150000        0.970083
      13.250000        0.975689
      13.350000        0.975577
      13.450000        0.973619
      13.550000        0.978921
      13.650000        0.981227
      13.750000        0.985636
      13.850000        0.983362
      13.950000        0.987770
      14.050000        0.990579
      14.150000        0.993227
      14.250000        0.990739
      14.350000        0.996304
      14.450000        0.996886
      14.550000        0.999396
      14.650000        1.004420
      14.750000        1.004054
      14.850000        1.007534
      14.950000        1.006765
      15.050000        1.004380
      15.150000        1.008100
      15.250000        1.010687
      15.350000        1.011248
      15.450000        1.010950
      15.550000        1.014528
      15.650000        1.013180
      15.750000        1.019949
      15.850000        1.016095
      15.950000        1.020698
      16.050000        1.023429
      16.150000        1.025107
      16.250000        1.022939
      16.350000        1.022997
      16.450000        1.024343
      16.550000        1.026463
      16.650000        1.029664
      16.750000        1.026586
      16.850000        1.027839
      16.950000        1.031110
      17.050000        1.029501
      17.150000        1.031396
      17.250000        1.029568
      17.350000        1.032249
      17.450000        1.033147
      17.550000        1.028572
      17.650000        1.032669
      17.750000        1.034951
      17.850000        1.029932
      17.950000        1.034609
      18.050000        1.034960
      18.150000        1.035683
      18.250000        1.036291
      18.350000        1.034983
      18.450000        1.034556
      18.550000        1.038825
      18.650000        1.036285
      18.750000        1.036482
      18.850000        1.038534
      18.950000        1.037554
      19.050000        1.034900
      19.150000        1.035849
      19.250000        1.035285
      19.350000        1.038264
      19.450000        1.035006
      19.550000        1.034943
      19.650000        1.036485
      19.750000        1.036359
      19.850000        1.037956
      19.950000        1.033611
      20.050000        1.037531
      20.150000        1.034007
      20.250000        1.036452
      20.350000        1.033893
      20.450000        1.036570
      20.550000        1.037815
      20.650000        1.038709
      20.750000        1.036879
      20.850000        1.034168
      20.950000        1.036022
      21.050000        1.036954
      21.150000        1.032923
      21.250000        1.034102
      21.350000        1.035374
      21.450000        1.037562
      21.550000        1.036635
      21.650000        1.035381
      21.750000        1.033036
      21.850000        1.035749
      21.950000        1.036470
      22.050000        1.036975
      22.150000        1.034212
      22.250000        1.036559
      22.350000        1.038244
      22.450000        1.035483
      22.550000        1.038611
      22.650000        1.034980
      22.750000        1.035516
      22.850000        1.036913
      22.950000        1.037418
      23.050000        1.034118
      23.150000        1.037675
      23.250000        1.036870
      23.350000        1.037698
      23.450000        1.035958
      23.550000        1.036429
      23.650000        1.034656
      23.750000        1.036639
      23.850000        1.035345
      23.950000        1.035879
      24.050000        1.035265
      24.150000        1.036256
      24.250000        1.038935
      24.350000        1.035087
      24.450000        1.034828
      24.550000        1.034553
      24.650000        1.035772
      24.750000        1.034428
      24.850000        1.038433
      24.950000        1.035137
      25.050000        1.039197
      25.150000        1.035982
      25.250000        1.036234
      25.350000        1.037850
      25.450000        1.037178
      25.550000        1.036637
      25.650000        1.037524
      25.750000        1.040341
      25.850000        1.038592
      25.950000        1.039561
      26.050000        1.038157
      26.150000        1.040272
      26.250000        1.041082
      26.350000        1.039384
      26.450000        1.040419
      26.550000        1.041629
      26.650000        1.039732
      26.750000        1.042117
      26.850000        1.040411
      26.950000        1.044105
      27.050000        1.042277
      27.150000        1.042543
      27.250000        1.043455
      27.350000        1.043509
      27.450000        1.044496
      27.550000        1.044971
      27.650000        1.043511
      27.750000        1.043767
      27.850000        1.046394
      27.950000        1.046408
      28.050000        1.043773
      28.150000        1.045426
      28.250000        1.047516
      28.350000        1.045463
      28.450000        1.044236
      28.550000        1.046587
      28.650000        1.046110
      28.750000        1.046746
      28.850000        1.046131
      28.950000        1.044849
      29.050000        1.048142
      29.150000        1.045403
      29.250000        1.048182
      29.350000        1.045581
      29.450000        1.047337
      29.550000        1.047806
      29.650000        1.049068
      29.750000        1.047265
      29.850000        1.049017
      29.950000        1.047279
      30.050000        1.048590
      30.150000        1.049116
      30.250000        1.050207
      30.350000        1.048368
      30.450000        1.048360
      30.550000        1.050844
      30.650000        1.048023
      30.750000        1.049415
      30.850000        1.047913
      30.950000        1.049512
      31.050000        1.050069
      31.150000        1.046924
      31.250000        1.049020
      31.350000        1.048173
      31.450000        1.048532
      31.550000        1.049287
      31.650000        1.047905
      31.750000        1.047818
      31.850000        1.048201
      31.950000        1.047452
      32.050000        1.046593
      32.150000        1.048260
      32.250000        1.047415
      32.350000        1.048729
      32.450000        1.046572
      32.550000        1.046624
      32.650000        1.048080
      32.750000        1.047337
      32.850000        1.046815
      32.950000        1.048323
      33.050000        1.047185
      33.150000        1.045494
      33.250000        1.047071
      33.350000        1.044561
      33.450000        1.045231
      33.550000        1.045536
      33.650000        1.044806
      33.750000        1.045462
      33.850000        1.043559
      33.950000        1.043472
      34.050000        1.042891
      34.150000        1.043904
      34.250000        1.042223
      34.350000        1.044088
      34.450000        1.042180
      34.550000        1.043332
      34.650000        1.043891
      34.750000        1.043266
      34.850000        1.043240
      34.950000        1.042787
      35.050000        1.042222
      35.150000        1.042412
      35.250000        1.043422
      35.350000        1.042731
      35.450000        1.040234
      35.550000        1.041524
      35.650000        1.040315
      35.750000        1.041571
      35.850000        1.041774
      35.950000        1.039939
      36.050000        1.038196
      36.150000        1.039859
      36.250000        1.040417
      36.350000        1.037776
      36.450000        1.040534
      36.550000        1.038883
      36.650000        1.038141
      36.750000        1.038924
      36.850000        1.041224
      36.950000        1.039842
      37.050000        1.038422
      37.150000        1.036895
      37.250000        1.037253
      37.350000        1.038698
      37.450000        1.036412
      37.550000        1.038623
      37.650000        1.039007
      37.750000        1.038433
      37.850000        1.038152
      37.950000        1.038851
      38.050000        1.037845
      38.150000        1.038196
      38.250000        1.036056
      38.350000        1.038102
      38.450000        1.037209
      38.550000        1.036472
      38.650000        1.038303
      38.750000        1.037742
      38.850000        1.035780
      38.950000        1.035324
      39.050000        1.035979
      39.150000        1.035533
      39.250000        1.035061
      39.350000        1.035300
      39.450000        1.036296
      39.550000        1.034190
      39.650000        1.035920
      39.750000        1.035053
      39.850000        1.035772
      39.950000        1.035525
      40.050000        1.034769
      40.150000        1.036482
      40.250000        1.035137
      40.350000        1.035481
      40.450000        1.036926
      40.550000        1.033933
      40.650000        1.035516
      40.750000        1.034040
      40.850000        1.033918
      40.950000        1.034975
      41.050000        1.034272
      41.150000        1.035185
      41.250000        1.035176
      41.350000        1.034595
      41.450000        1.035776
      41.550000        1.034170
      41.650000        1.036449
      41.750000        1.033804
      41.850000        1.034521
      41.950000        1.033940
      42.050000        1.034555
