Frame,System,Number
606,MG_15mM_1264_wo_rw_run2,0
607,MG_15mM_1264_wo_rw_run2,0
608,MG_15mM_1264_wo_rw_run2,1
609,MG_15mM_1264_wo_rw_run2,1
610,MG_15mM_1264_wo_rw_run2,0
611,MG_15mM_1264_wo_rw_run2,0
612,MG_15mM_1264_wo_rw_run2,2
613,MG_15mM_1264_wo_rw_run2,0
614,MG_15mM_1264_wo_rw_run2,0
615,MG_15mM_1264_wo_rw_run2,0
616,MG_15mM_1264_wo_rw_run2,0
617,MG_15mM_1264_wo_rw_run2,0
618,MG_15mM_1264_wo_rw_run2,0
619,MG_15mM_1264_wo_rw_run2,1
620,MG_15mM_1264_wo_rw_run2,1
621,MG_15mM_1264_wo_rw_run2,0
622,MG_15mM_1264_wo_rw_run2,0
623,MG_15mM_1264_wo_rw_run2,0
624,MG_15mM_1264_wo_rw_run2,3
625,MG_15mM_1264_wo_rw_run2,0
626,MG_15mM_1264_wo_rw_run2,1
627,MG_15mM_1264_wo_rw_run2,1
628,MG_15mM_1264_wo_rw_run2,2
629,MG_15mM_1264_wo_rw_run2,1
630,MG_15mM_1264_wo_rw_run2,2
631,MG_15mM_1264_wo_rw_run2,0
632,MG_15mM_1264_wo_rw_run2,5
633,MG_15mM_1264_wo_rw_run2,4
634,MG_15mM_1264_wo_rw_run2,4
635,MG_15mM_1264_wo_rw_run2,5
636,MG_15mM_1264_wo_rw_run2,4
637,MG_15mM_1264_wo_rw_run2,4
638,MG_15mM_1264_wo_rw_run2,3
639,MG_15mM_1264_wo_rw_run2,4
640,MG_15mM_1264_wo_rw_run2,2
641,MG_15mM_1264_wo_rw_run2,6
642,MG_15mM_1264_wo_rw_run2,5
643,MG_15mM_1264_wo_rw_run2,4
644,MG_15mM_1264_wo_rw_run2,4
645,MG_15mM_1264_wo_rw_run2,5
646,MG_15mM_1264_wo_rw_run2,4
647,MG_15mM_1264_wo_rw_run2,4
648,MG_15mM_1264_wo_rw_run2,4
649,MG_15mM_1264_wo_rw_run2,5
650,MG_15mM_1264_wo_rw_run2,4
651,MG_15mM_1264_wo_rw_run2,4
652,MG_15mM_1264_wo_rw_run2,7
653,MG_15mM_1264_wo_rw_run2,8
654,MG_15mM_1264_wo_rw_run2,7
655,MG_15mM_1264_wo_rw_run2,11
656,MG_15mM_1264_wo_rw_run2,0
657,MG_15mM_1264_wo_rw_run2,7
658,MG_15mM_1264_wo_rw_run2,4
659,MG_15mM_1264_wo_rw_run2,5
660,MG_15mM_1264_wo_rw_run2,3
661,MG_15mM_1264_wo_rw_run2,0
662,MG_15mM_1264_wo_rw_run2,2
663,MG_15mM_1264_wo_rw_run2,0
664,MG_15mM_1264_wo_rw_run2,0
665,MG_15mM_1264_wo_rw_run2,0
666,MG_15mM_1264_wo_rw_run2,0
667,MG_15mM_1264_wo_rw_run2,0
668,MG_15mM_1264_wo_rw_run2,6
669,MG_15mM_1264_wo_rw_run2,3
670,MG_15mM_1264_wo_rw_run2,2
671,MG_15mM_1264_wo_rw_run2,0
672,MG_15mM_1264_wo_rw_run2,3
673,MG_15mM_1264_wo_rw_run2,4
674,MG_15mM_1264_wo_rw_run2,0
675,MG_15mM_1264_wo_rw_run2,2
676,MG_15mM_1264_wo_rw_run2,4
677,MG_15mM_1264_wo_rw_run2,2
678,MG_15mM_1264_wo_rw_run2,1
679,MG_15mM_1264_wo_rw_run2,0
680,MG_15mM_1264_wo_rw_run2,0
681,MG_15mM_1264_wo_rw_run2,2
682,MG_15mM_1264_wo_rw_run2,0
683,MG_15mM_1264_wo_rw_run2,1
684,MG_15mM_1264_wo_rw_run2,0
685,MG_15mM_1264_wo_rw_run2,0
686,MG_15mM_1264_wo_rw_run2,0
687,MG_15mM_1264_wo_rw_run2,0
688,MG_15mM_1264_wo_rw_run2,0
689,MG_15mM_1264_wo_rw_run2,0
690,MG_15mM_1264_wo_rw_run2,0
691,MG_15mM_1264_wo_rw_run2,0
692,MG_15mM_1264_wo_rw_run2,1
693,MG_15mM_1264_wo_rw_run2,1
694,MG_15mM_1264_wo_rw_run2,0
695,MG_15mM_1264_wo_rw_run2,0
696,MG_15mM_1264_wo_rw_run2,0
697,MG_15mM_1264_wo_rw_run2,0
698,MG_15mM_1264_wo_rw_run2,1
699,MG_15mM_1264_wo_rw_run2,0
700,MG_15mM_1264_wo_rw_run2,0
701,MG_15mM_1264_wo_rw_run2,1
702,MG_15mM_1264_wo_rw_run2,0
703,MG_15mM_1264_wo_rw_run2,0
704,MG_15mM_1264_wo_rw_run2,1
705,MG_15mM_1264_wo_rw_run2,1
706,MG_15mM_1264_wo_rw_run2,1
707,MG_15mM_1264_wo_rw_run2,3
708,MG_15mM_1264_wo_rw_run2,1
709,MG_15mM_1264_wo_rw_run2,0
710,MG_15mM_1264_wo_rw_run2,0
711,MG_15mM_1264_wo_rw_run2,1
712,MG_15mM_1264_wo_rw_run2,2
713,MG_15mM_1264_wo_rw_run2,0
714,MG_15mM_1264_wo_rw_run2,11
715,MG_15mM_1264_wo_rw_run2,5
716,MG_15mM_1264_wo_rw_run2,3
717,MG_15mM_1264_wo_rw_run2,4
718,MG_15mM_1264_wo_rw_run2,4
719,MG_15mM_1264_wo_rw_run2,8
720,MG_15mM_1264_wo_rw_run2,3
721,MG_15mM_1264_wo_rw_run2,3
722,MG_15mM_1264_wo_rw_run2,10
723,MG_15mM_1264_wo_rw_run2,7
724,MG_15mM_1264_wo_rw_run2,5
725,MG_15mM_1264_wo_rw_run2,3
726,MG_15mM_1264_wo_rw_run2,1
727,MG_15mM_1264_wo_rw_run2,1
728,MG_15mM_1264_wo_rw_run2,1
729,MG_15mM_1264_wo_rw_run2,1
730,MG_15mM_1264_wo_rw_run2,2
731,MG_15mM_1264_wo_rw_run2,0
732,MG_15mM_1264_wo_rw_run2,0
733,MG_15mM_1264_wo_rw_run2,2
734,MG_15mM_1264_wo_rw_run2,0
735,MG_15mM_1264_wo_rw_run2,2
736,MG_15mM_1264_wo_rw_run2,2
737,MG_15mM_1264_wo_rw_run2,2
738,MG_15mM_1264_wo_rw_run2,0
739,MG_15mM_1264_wo_rw_run2,0
740,MG_15mM_1264_wo_rw_run2,0
741,MG_15mM_1264_wo_rw_run2,0
742,MG_15mM_1264_wo_rw_run2,0
743,MG_15mM_1264_wo_rw_run2,0
744,MG_15mM_1264_wo_rw_run2,0
745,MG_15mM_1264_wo_rw_run2,0
746,MG_15mM_1264_wo_rw_run2,0
747,MG_15mM_1264_wo_rw_run2,0
748,MG_15mM_1264_wo_rw_run2,0
749,MG_15mM_1264_wo_rw_run2,0
750,MG_15mM_1264_wo_rw_run2,0
751,MG_15mM_1264_wo_rw_run2,0
752,MG_15mM_1264_wo_rw_run2,0
753,MG_15mM_1264_wo_rw_run2,0
754,MG_15mM_1264_wo_rw_run2,0
755,MG_15mM_1264_wo_rw_run2,0
756,MG_15mM_1264_wo_rw_run2,0
757,MG_15mM_1264_wo_rw_run2,1
758,MG_15mM_1264_wo_rw_run2,4
759,MG_15mM_1264_wo_rw_run2,1
760,MG_15mM_1264_wo_rw_run2,0
761,MG_15mM_1264_wo_rw_run2,0
762,MG_15mM_1264_wo_rw_run2,0
763,MG_15mM_1264_wo_rw_run2,1
764,MG_15mM_1264_wo_rw_run2,0
765,MG_15mM_1264_wo_rw_run2,1
766,MG_15mM_1264_wo_rw_run2,0
767,MG_15mM_1264_wo_rw_run2,1
768,MG_15mM_1264_wo_rw_run2,3
769,MG_15mM_1264_wo_rw_run2,3
770,MG_15mM_1264_wo_rw_run2,3
771,MG_15mM_1264_wo_rw_run2,0
772,MG_15mM_1264_wo_rw_run2,0
773,MG_15mM_1264_wo_rw_run2,1
774,MG_15mM_1264_wo_rw_run2,1
775,MG_15mM_1264_wo_rw_run2,1
776,MG_15mM_1264_wo_rw_run2,2
777,MG_15mM_1264_wo_rw_run2,1
778,MG_15mM_1264_wo_rw_run2,0
779,MG_15mM_1264_wo_rw_run2,3
780,MG_15mM_1264_wo_rw_run2,0
781,MG_15mM_1264_wo_rw_run2,1
782,MG_15mM_1264_wo_rw_run2,1
783,MG_15mM_1264_wo_rw_run2,0
784,MG_15mM_1264_wo_rw_run2,5
785,MG_15mM_1264_wo_rw_run2,3
786,MG_15mM_1264_wo_rw_run2,2
787,MG_15mM_1264_wo_rw_run2,0
788,MG_15mM_1264_wo_rw_run2,2
789,MG_15mM_1264_wo_rw_run2,1
790,MG_15mM_1264_wo_rw_run2,1
791,MG_15mM_1264_wo_rw_run2,0
792,MG_15mM_1264_wo_rw_run2,1
793,MG_15mM_1264_wo_rw_run2,2
794,MG_15mM_1264_wo_rw_run2,1
795,MG_15mM_1264_wo_rw_run2,1
796,MG_15mM_1264_wo_rw_run2,0
797,MG_15mM_1264_wo_rw_run2,1
798,MG_15mM_1264_wo_rw_run2,0
799,MG_15mM_1264_wo_rw_run2,0
800,MG_15mM_1264_wo_rw_run2,0
801,MG_15mM_1264_wo_rw_run2,0
802,MG_15mM_1264_wo_rw_run2,0
803,MG_15mM_1264_wo_rw_run2,0
804,MG_15mM_1264_wo_rw_run2,0
805,MG_15mM_1264_wo_rw_run2,4
806,MG_15mM_1264_wo_rw_run2,6
807,MG_15mM_1264_wo_rw_run2,12
808,MG_15mM_1264_wo_rw_run2,5
809,MG_15mM_1264_wo_rw_run2,12
810,MG_15mM_1264_wo_rw_run2,13
811,MG_15mM_1264_wo_rw_run2,13
812,MG_15mM_1264_wo_rw_run2,14
813,MG_15mM_1264_wo_rw_run2,15
814,MG_15mM_1264_wo_rw_run2,17
815,MG_15mM_1264_wo_rw_run2,16
816,MG_15mM_1264_wo_rw_run2,12
817,MG_15mM_1264_wo_rw_run2,11
818,MG_15mM_1264_wo_rw_run2,11
819,MG_15mM_1264_wo_rw_run2,13
820,MG_15mM_1264_wo_rw_run2,12
821,MG_15mM_1264_wo_rw_run2,12
822,MG_15mM_1264_wo_rw_run2,4
823,MG_15mM_1264_wo_rw_run2,2
824,MG_15mM_1264_wo_rw_run2,1
825,MG_15mM_1264_wo_rw_run2,1
826,MG_15mM_1264_wo_rw_run2,0
827,MG_15mM_1264_wo_rw_run2,1
828,MG_15mM_1264_wo_rw_run2,0
829,MG_15mM_1264_wo_rw_run2,0
830,MG_15mM_1264_wo_rw_run2,1
831,MG_15mM_1264_wo_rw_run2,1
832,MG_15mM_1264_wo_rw_run2,3
833,MG_15mM_1264_wo_rw_run2,4
834,MG_15mM_1264_wo_rw_run2,1
835,MG_15mM_1264_wo_rw_run2,1
836,MG_15mM_1264_wo_rw_run2,2
837,MG_15mM_1264_wo_rw_run2,3
838,MG_15mM_1264_wo_rw_run2,3
839,MG_15mM_1264_wo_rw_run2,4
840,MG_15mM_1264_wo_rw_run2,3
841,MG_15mM_1264_wo_rw_run2,0
842,MG_15mM_1264_wo_rw_run2,1
843,MG_15mM_1264_wo_rw_run2,1
844,MG_15mM_1264_wo_rw_run2,1
845,MG_15mM_1264_wo_rw_run2,1
846,MG_15mM_1264_wo_rw_run2,1
847,MG_15mM_1264_wo_rw_run2,2
848,MG_15mM_1264_wo_rw_run2,1
849,MG_15mM_1264_wo_rw_run2,1
850,MG_15mM_1264_wo_rw_run2,2
851,MG_15mM_1264_wo_rw_run2,0
852,MG_15mM_1264_wo_rw_run2,1
853,MG_15mM_1264_wo_rw_run2,4
854,MG_15mM_1264_wo_rw_run2,2
855,MG_15mM_1264_wo_rw_run2,1
856,MG_15mM_1264_wo_rw_run2,1
857,MG_15mM_1264_wo_rw_run2,2
858,MG_15mM_1264_wo_rw_run2,0
859,MG_15mM_1264_wo_rw_run2,1
860,MG_15mM_1264_wo_rw_run2,1
861,MG_15mM_1264_wo_rw_run2,1
862,MG_15mM_1264_wo_rw_run2,0
863,MG_15mM_1264_wo_rw_run2,1
864,MG_15mM_1264_wo_rw_run2,1
865,MG_15mM_1264_wo_rw_run2,0
866,MG_15mM_1264_wo_rw_run2,1
867,MG_15mM_1264_wo_rw_run2,1
868,MG_15mM_1264_wo_rw_run2,1
869,MG_15mM_1264_wo_rw_run2,1
870,MG_15mM_1264_wo_rw_run2,0
871,MG_15mM_1264_wo_rw_run2,1
872,MG_15mM_1264_wo_rw_run2,1
873,MG_15mM_1264_wo_rw_run2,1
874,MG_15mM_1264_wo_rw_run2,3
875,MG_15mM_1264_wo_rw_run2,0
876,MG_15mM_1264_wo_rw_run2,3
877,MG_15mM_1264_wo_rw_run2,1
878,MG_15mM_1264_wo_rw_run2,0
879,MG_15mM_1264_wo_rw_run2,1
880,MG_15mM_1264_wo_rw_run2,1
881,MG_15mM_1264_wo_rw_run2,1
882,MG_15mM_1264_wo_rw_run2,1
883,MG_15mM_1264_wo_rw_run2,1
884,MG_15mM_1264_wo_rw_run2,0
885,MG_15mM_1264_wo_rw_run2,1
886,MG_15mM_1264_wo_rw_run2,1
887,MG_15mM_1264_wo_rw_run2,0
888,MG_15mM_1264_wo_rw_run2,4
889,MG_15mM_1264_wo_rw_run2,1
890,MG_15mM_1264_wo_rw_run2,2
891,MG_15mM_1264_wo_rw_run2,4
892,MG_15mM_1264_wo_rw_run2,3
893,MG_15mM_1264_wo_rw_run2,3
894,MG_15mM_1264_wo_rw_run2,1
895,MG_15mM_1264_wo_rw_run2,4
896,MG_15mM_1264_wo_rw_run2,4
897,MG_15mM_1264_wo_rw_run2,3
898,MG_15mM_1264_wo_rw_run2,3
899,MG_15mM_1264_wo_rw_run2,5
900,MG_15mM_1264_wo_rw_run2,2
901,MG_15mM_1264_wo_rw_run2,4
902,MG_15mM_1264_wo_rw_run2,3
903,MG_15mM_1264_wo_rw_run2,4
904,MG_15mM_1264_wo_rw_run2,5
905,MG_15mM_1264_wo_rw_run2,4
906,MG_15mM_1264_wo_rw_run2,4
907,MG_15mM_1264_wo_rw_run2,7
908,MG_15mM_1264_wo_rw_run2,11
909,MG_15mM_1264_wo_rw_run2,6
910,MG_15mM_1264_wo_rw_run2,8
911,MG_15mM_1264_wo_rw_run2,4
912,MG_15mM_1264_wo_rw_run2,14
913,MG_15mM_1264_wo_rw_run2,7
914,MG_15mM_1264_wo_rw_run2,7
915,MG_15mM_1264_wo_rw_run2,9
916,MG_15mM_1264_wo_rw_run2,8
917,MG_15mM_1264_wo_rw_run2,13
918,MG_15mM_1264_wo_rw_run2,12
919,MG_15mM_1264_wo_rw_run2,5
920,MG_15mM_1264_wo_rw_run2,6
921,MG_15mM_1264_wo_rw_run2,2
922,MG_15mM_1264_wo_rw_run2,2
923,MG_15mM_1264_wo_rw_run2,3
924,MG_15mM_1264_wo_rw_run2,7
925,MG_15mM_1264_wo_rw_run2,7
926,MG_15mM_1264_wo_rw_run2,6
927,MG_15mM_1264_wo_rw_run2,5
928,MG_15mM_1264_wo_rw_run2,6
929,MG_15mM_1264_wo_rw_run2,9
930,MG_15mM_1264_wo_rw_run2,6
931,MG_15mM_1264_wo_rw_run2,12
932,MG_15mM_1264_wo_rw_run2,8
933,MG_15mM_1264_wo_rw_run2,0
934,MG_15mM_1264_wo_rw_run2,0
935,MG_15mM_1264_wo_rw_run2,0
936,MG_15mM_1264_wo_rw_run2,5
937,MG_15mM_1264_wo_rw_run2,1
938,MG_15mM_1264_wo_rw_run2,3
939,MG_15mM_1264_wo_rw_run2,1
940,MG_15mM_1264_wo_rw_run2,4
941,MG_15mM_1264_wo_rw_run2,5
942,MG_15mM_1264_wo_rw_run2,1
943,MG_15mM_1264_wo_rw_run2,0
944,MG_15mM_1264_wo_rw_run2,1
945,MG_15mM_1264_wo_rw_run2,0
946,MG_15mM_1264_wo_rw_run2,0
947,MG_15mM_1264_wo_rw_run2,1
948,MG_15mM_1264_wo_rw_run2,1
949,MG_15mM_1264_wo_rw_run2,0
950,MG_15mM_1264_wo_rw_run2,0
951,MG_15mM_1264_wo_rw_run2,2
952,MG_15mM_1264_wo_rw_run2,1
953,MG_15mM_1264_wo_rw_run2,1
954,MG_15mM_1264_wo_rw_run2,1
955,MG_15mM_1264_wo_rw_run2,1
956,MG_15mM_1264_wo_rw_run2,1
957,MG_15mM_1264_wo_rw_run2,2
958,MG_15mM_1264_wo_rw_run2,1
959,MG_15mM_1264_wo_rw_run2,1
960,MG_15mM_1264_wo_rw_run2,1
961,MG_15mM_1264_wo_rw_run2,4
962,MG_15mM_1264_wo_rw_run2,1
963,MG_15mM_1264_wo_rw_run2,1
964,MG_15mM_1264_wo_rw_run2,6
965,MG_15mM_1264_wo_rw_run2,6
966,MG_15mM_1264_wo_rw_run2,6
967,MG_15mM_1264_wo_rw_run2,5
968,MG_15mM_1264_wo_rw_run2,5
969,MG_15mM_1264_wo_rw_run2,3
970,MG_15mM_1264_wo_rw_run2,5
971,MG_15mM_1264_wo_rw_run2,3
972,MG_15mM_1264_wo_rw_run2,0
973,MG_15mM_1264_wo_rw_run2,0
974,MG_15mM_1264_wo_rw_run2,5
975,MG_15mM_1264_wo_rw_run2,0
976,MG_15mM_1264_wo_rw_run2,1
977,MG_15mM_1264_wo_rw_run2,3
978,MG_15mM_1264_wo_rw_run2,1
979,MG_15mM_1264_wo_rw_run2,3
980,MG_15mM_1264_wo_rw_run2,0
981,MG_15mM_1264_wo_rw_run2,4
982,MG_15mM_1264_wo_rw_run2,2
983,MG_15mM_1264_wo_rw_run2,1
984,MG_15mM_1264_wo_rw_run2,2
985,MG_15mM_1264_wo_rw_run2,3
986,MG_15mM_1264_wo_rw_run2,0
987,MG_15mM_1264_wo_rw_run2,0
988,MG_15mM_1264_wo_rw_run2,0
989,MG_15mM_1264_wo_rw_run2,0
990,MG_15mM_1264_wo_rw_run2,0
991,MG_15mM_1264_wo_rw_run2,0
992,MG_15mM_1264_wo_rw_run2,0
993,MG_15mM_1264_wo_rw_run2,0
994,MG_15mM_1264_wo_rw_run2,2
995,MG_15mM_1264_wo_rw_run2,0
996,MG_15mM_1264_wo_rw_run2,0
997,MG_15mM_1264_wo_rw_run2,0
998,MG_15mM_1264_wo_rw_run2,2
999,MG_15mM_1264_wo_rw_run2,3
1000,MG_15mM_1264_wo_rw_run2,1
